client_id,cin,prenom,nom,genre,date_naissance,ville,region,telephone,email,situation_professionnelle,situation_familiale,niveau_education,revenu_mensuel,agence_id,date_inscription,statut_client
CLI009560,L125624,Karim,El Filali,M,1969-12-18,Agadir,Souss-Massa,+212647716406,karim.803@gmail.com,Auto-entrepreneur,Veuf/Veuve,Sans diplôme,4314.26,AG003,2011-04-07,Actif
CLI009561,V292246,Zineb,Skalli,F,1999-04-23,Settat,Casablanca-Settat,+212640488132,zineb.16@gmail.com,Salarié secteur privé,Marié(e),Bac+5,4926.73,AG005,2018-07-31,Actif
CLI009562,Q874743,Karim,El Ouazzani,M,1972-05-02,Kénitra,Rabat-Salé-Kénitra,+212657964254,karim.13@gmail.com,Profession libérale,Divorcé(e),Bac+5,11137.33,AG020,2014-06-22,Actif
CLI009563,D901478,Zineb,Kettani,F,1995-11-08,Khouribga,Béni Mellal-Khénifra,+212686470946,zineb.440@gmail.com,Retraité,Célibataire,Doctorat,9960.25,AG007,2018-12-25,Actif
CLI009564,L739309,Bilal,Benjelloun,M,1997-07-14,Casablanca,Casablanca-Settat,+212683511363,bilal.747@gmail.com,Auto-entrepreneur,Divorcé(e),Sans diplôme,16962.8,AG014,2014-05-13,Actif
CLI009565,P370927,Imane,Cherkaoui,F,1986-09-20,Agadir,Souss-Massa,+212643432177,imane.117@gmail.com,Auto-entrepreneur,Célibataire,Bac+3,14755.38,AG008,2010-10-20,Actif
CLI009566,A553169,Driss,Naciri,M,2001-03-17,Fès,Fès-Meknès,+212681063422,driss.18@gmail.com,Fonctionnaire,Célibataire,Bac+5,2614.35,AG004,2017-02-28,Actif
CLI009567,Y847368,Samir,Senhaji,M,1972-04-22,Khouribga,Béni Mellal-Khénifra,+212623430028,samir.889@gmail.com,Profession libérale,Célibataire,Bac+5,5926.29,AG007,2012-11-28,Inactif
CLI009568,Q494885,Karima,El Ouazzani,F,1990-12-08,Khouribga,Béni Mellal-Khénifra,+212618461196,karima.540@gmail.com,Commerçant,Célibataire,Doctorat,11127.25,AG020,2019-12-25,Actif
CLI009569,G298730,Meryem,Cherkaoui,F,1970-03-08,Nador,Oriental,+212689337709,meryem.537@gmail.com,Artisan,Veuf/Veuve,Bac+3,7006.26,AG010,2023-06-09,Actif
CLI009570,G544077,Naima,Berrada,F,1955-03-11,Béni Mellal,Béni Mellal-Khénifra,+212614703652,naima.110@gmail.com,Artisan,Célibataire,Bac+3,17286.93,AG005,2012-07-08,Actif
CLI009571,N170373,Hassan,El Amrani,M,1996-05-18,Fès,Fès-Meknès,+212688947726,hassan.222@gmail.com,Salarié secteur privé,Célibataire,Bac+2,14233.54,AG015,2016-12-05,Actif
CLI009572,C223784,Samira,El Ouazzani,F,1960-06-11,Berrechid,Casablanca-Settat,+212610614040,samira.244@gmail.com,Retraité,Divorcé(e),Bac+5,2988.39,AG010,2019-02-05,Actif
CLI009573,L892356,Leila,Alaoui,F,1961-01-27,Fès,Fès-Meknès,+212624569962,leila.59@gmail.com,Artisan,Divorcé(e),Bac+3,11343.74,AG014,2010-01-08,Actif
CLI009574,V946534,Karima,El Filali,F,1996-10-29,Berrechid,Casablanca-Settat,+212657252062,karima.535@gmail.com,Profession libérale,Divorcé(e),Baccalauréat,6088.12,AG001,2021-01-17,Blacklisté
CLI009575,O153564,Zineb,Senhaji,F,2007-01-06,Rabat,Rabat-Salé-Kénitra,+212648026414,zineb.149@gmail.com,Auto-entrepreneur,Célibataire,Bac+2,12414.02,AG006,2021-01-21,Actif
CLI009576,N817462,Wafa,Alaoui,F,2001-11-02,Oujda,Oriental,+212685148952,wafa.107@gmail.com,Auto-entrepreneur,Divorcé(e),Doctorat,14594.21,AG020,2010-02-02,Actif
CLI009577,Q330205,Sara,Bakkali,F,1967-11-24,Marrakech,Marrakech-Safi,+212639998424,sara.91@gmail.com,Retraité,Veuf/Veuve,Bac+3,11040.9,AG008,2017-12-09,Actif
CLI009578,S288834,Soufiane,Skalli,M,1969-11-06,Khouribga,Béni Mellal-Khénifra,+212648349659,soufiane.269@gmail.com,Fonctionnaire,Veuf/Veuve,Sans diplôme,4011.29,AG019,2018-03-17,Actif
CLI009579,Z193641,Siham,Idrissi,F,1969-02-06,Agadir,Souss-Massa,+212676840886,siham.759@gmail.com,Profession libérale,Célibataire,Bac+2,11485.27,AG013,2014-02-28,Actif
CLI009580,A533095,Hamid,Tazi,M,1962-05-01,Meknès,Fès-Meknès,+212637343917,hamid.943@gmail.com,Retraité,Marié(e),Bac+3,2000,AG007,2023-03-09,Actif
CLI009581,F231788,Karim,Moussaoui,M,1971-07-19,Kénitra,Rabat-Salé-Kénitra,+212667045370,karim.224@gmail.com,Artisan,Divorcé(e),Baccalauréat,13629.33,AG011,2019-03-01,Actif
CLI009582,T416490,Rajaa,Zniber,F,1990-12-18,Tanger,Tanger-Tétouan-Al Hoceïma,+212690560815,rajaa.673@gmail.com,Auto-entrepreneur,Célibataire,Doctorat,7104.08,AG016,2014-06-18,Actif
CLI009583,V131768,Soufiane,Lahlou,M,1960-05-13,Salé,Rabat-Salé-Kénitra,+212630513879,soufiane.815@gmail.com,Salarié secteur privé,Célibataire,Bac+3,2000,AG005,2016-09-27,Actif
CLI009584,X361512,Wafa,Benkirane,F,1974-07-11,Berrechid,Casablanca-Settat,+212648793810,wafa.976@gmail.com,Retraité,Célibataire,Sans diplôme,8768.52,AG020,2015-03-23,Actif
CLI009585,K551769,Latifa,Naciri,F,1975-12-11,Rabat,Rabat-Salé-Kénitra,+212620543893,latifa.113@gmail.com,Auto-entrepreneur,Marié(e),Bac+3,6218.44,AG010,2013-03-19,Actif
CLI009586,Q470549,Nabil,Moussaoui,M,1994-12-24,Tétouan,Tanger-Tétouan-Al Hoceïma,+212699970243,nabil.470@gmail.com,Retraité,Veuf/Veuve,Bac+2,4317.3,AG007,2012-01-11,Actif
CLI009587,O910909,Karima,Skalli,F,1996-07-16,Settat,Casablanca-Settat,+212681876195,karima.83@gmail.com,Commerçant,Marié(e),Baccalauréat,11060.48,AG016,2016-05-13,Blacklisté
CLI009588,H843148,Naima,Benkirane,F,1982-12-13,Rabat,Rabat-Salé-Kénitra,+212685822265,naima.879@gmail.com,Artisan,Divorcé(e),Bac+5,9436.92,AG017,2013-01-23,Actif
CLI009589,W199324,Karima,Benkirane,F,1957-10-09,Casablanca,Casablanca-Settat,+212657645033,karima.13@gmail.com,Fonctionnaire,Divorcé(e),Baccalauréat,8131.73,AG004,2023-06-03,Actif
CLI009590,D389551,Khalid,El Filali,M,1967-03-19,Tétouan,Tanger-Tétouan-Al Hoceïma,+212670397820,khalid.326@gmail.com,Commerçant,Veuf/Veuve,Baccalauréat,9741.1,AG014,2011-05-03,Actif
CLI009591,V629147,Driss,El Ghazi,M,2001-04-26,Salé,Rabat-Salé-Kénitra,+212673473834,driss.910@gmail.com,Salarié secteur privé,Marié(e),Bac+5,12952.17,AG010,2015-02-27,Actif
CLI009592,W436454,Abdelkader,El Amrani,M,1996-06-22,Tétouan,Tanger-Tétouan-Al Hoceïma,+212688969418,abdelkader.647@gmail.com,Profession libérale,Veuf/Veuve,Sans diplôme,4494.89,AG008,2014-03-22,Actif
CLI009593,J104381,Hanane,El Ouazzani,F,1972-01-06,Settat,Casablanca-Settat,+212643313121,hanane.926@gmail.com,Fonctionnaire,Célibataire,Bac+2,17672.04,AG010,2020-01-30,Actif
CLI009594,F300603,Leila,Benkirane,F,1981-07-16,Nador,Oriental,+212666647365,leila.208@gmail.com,Commerçant,Marié(e),Bac+5,10516.25,AG008,2012-03-17,Inactif
CLI009595,F420456,Samira,Zniber,F,2007-09-02,Nador,Oriental,+212629722204,samira.38@gmail.com,Profession libérale,Veuf/Veuve,Baccalauréat,2879.38,AG005,2017-10-05,Inactif
CLI009596,D394397,Samira,Cherkaoui,F,1968-07-17,Berrechid,Casablanca-Settat,+212641458654,samira.260@gmail.com,Auto-entrepreneur,Célibataire,Bac+3,7082.61,AG007,2017-06-30,Actif
CLI009597,A858059,Fatima,El Ouazzani,F,2004-02-16,Marrakech,Marrakech-Safi,+212617634284,fatima.384@gmail.com,Retraité,Marié(e),Bac+2,11034.23,AG015,2021-10-16,Actif
CLI009598,W278432,Najat,Lahlou,F,2000-03-03,Nador,Oriental,+212649774913,najat.453@gmail.com,Commerçant,Divorcé(e),Bac+5,16342.59,AG016,2019-12-05,Blacklisté
CLI009599,G278312,Aisha,El Ouazzani,F,1968-11-27,Marrakech,Marrakech-Safi,+212651992961,aisha.556@gmail.com,Profession libérale,Divorcé(e),Bac+2,2000,AG001,2022-12-07,Actif
CLI009600,I641082,Tariq,Chraibi,M,1974-04-07,Rabat,Rabat-Salé-Kénitra,+212678116286,tariq.512@gmail.com,Auto-entrepreneur,Célibataire,Bac+3,8962.03,AG014,2016-07-19,Actif
CLI009601,G196148,Karima,Benkirane,F,1987-04-12,Oujda,Oriental,+212620310001,karima.881@gmail.com,Salarié secteur privé,Célibataire,Bac+5,6440.09,AG011,2012-05-05,Actif
CLI009602,F714029,Meryem,Alaoui,F,1990-09-16,Salé,Rabat-Salé-Kénitra,+212647280065,meryem.896@gmail.com,Artisan,Marié(e),Doctorat,8803.86,AG013,2015-03-09,Actif
CLI009603,F690151,Mohammed,Lahlou,M,1987-07-20,Kénitra,Rabat-Salé-Kénitra,+212652884255,mohammed.621@gmail.com,Profession libérale,Veuf/Veuve,Bac+5,2000,AG014,2020-10-12,Actif
CLI009604,D375612,Omar,El Filali,M,1991-10-04,Kénitra,Rabat-Salé-Kénitra,+212674660632,omar.343@gmail.com,Auto-entrepreneur,Veuf/Veuve,Bac+2,7532.7,AG019,2014-02-04,Actif
CLI009605,X270982,Rajaa,El Amrani,F,1977-05-23,Rabat,Rabat-Salé-Kénitra,+212681424226,rajaa.689@gmail.com,Commerçant,Veuf/Veuve,Bac+3,7089.92,AG007,2021-01-14,Blacklisté
CLI009606,G937303,Nadia,Tazi,F,1992-04-21,Béni Mellal,Béni Mellal-Khénifra,+212644770095,nadia.447@gmail.com,Profession libérale,Célibataire,Baccalauréat,9814.03,AG014,2016-06-11,Actif
CLI009607,K708583,Hanane,Senhaji,F,1977-09-25,Berrechid,Casablanca-Settat,+212618186962,hanane.658@gmail.com,Artisan,Célibataire,Baccalauréat,4999.97,AG007,2015-07-03,Actif
CLI009608,Y353949,Siham,Tahiri,F,1976-12-16,Marrakech,Marrakech-Safi,+212645638106,siham.580@gmail.com,Retraité,Marié(e),Baccalauréat,12020.85,AG005,2015-06-18,Actif
CLI009609,J704784,Bilal,El Ouazzani,M,2002-01-20,Casablanca,Casablanca-Settat,+212646220549,bilal.426@gmail.com,Retraité,Marié(e),Bac+5,3780.23,AG006,2010-02-09,Actif
CLI009610,Y726270,Bilal,Moussaoui,M,1961-06-04,Marrakech,Marrakech-Safi,+212698813839,bilal.35@gmail.com,Salarié secteur privé,Divorcé(e),Sans diplôme,4647.62,AG010,2022-09-29,Inactif
CLI009611,S747173,Mehdi,Moussaoui,M,2003-07-09,Khouribga,Béni Mellal-Khénifra,+212635951597,mehdi.194@gmail.com,Artisan,Veuf/Veuve,Sans diplôme,10523.21,AG008,2018-07-04,Actif
CLI009612,Y284836,Nabil,Alaoui,M,2001-08-03,Casablanca,Casablanca-Settat,+212647877633,nabil.211@gmail.com,Retraité,Célibataire,Doctorat,8649.35,AG001,2015-03-16,Actif
CLI009613,R564633,Amine,El Ouazzani,M,1997-05-25,Kénitra,Rabat-Salé-Kénitra,+212654548325,amine.681@gmail.com,Profession libérale,Divorcé(e),Bac+5,6736.23,AG006,2020-02-11,Blacklisté
CLI009614,D392456,Rachid,El Filali,M,1995-04-21,Settat,Casablanca-Settat,+212613024190,rachid.155@gmail.com,Salarié secteur privé,Marié(e),Bac+5,16336.65,AG005,2012-11-11,Actif
CLI009615,Y864247,Aisha,Benhaddou,F,1982-08-23,Agadir,Souss-Massa,+212658298174,aisha.69@gmail.com,Salarié secteur privé,Veuf/Veuve,Doctorat,15536.52,AG006,2012-12-19,Actif
CLI009616,J150715,Ahmed,Naciri,M,1989-10-14,Kénitra,Rabat-Salé-Kénitra,+212650959702,ahmed.154@gmail.com,Commerçant,Divorcé(e),Doctorat,13463.86,AG007,2020-10-05,Actif
CLI009617,G775479,Karim,Tazi,M,2007-08-17,Settat,Casablanca-Settat,+212632955864,karim.127@gmail.com,Salarié secteur privé,Célibataire,Sans diplôme,6839.26,AG017,2018-03-23,Actif
CLI009618,P866578,Imane,Kettani,F,1958-01-18,Salé,Rabat-Salé-Kénitra,+212627665804,imane.128@gmail.com,Auto-entrepreneur,Veuf/Veuve,Bac+3,6550.61,AG012,2020-02-12,Actif
CLI009619,W710298,Sanaa,Benkirane,F,2009-02-04,Berrechid,Casablanca-Settat,+212674013481,sanaa.245@gmail.com,Commerçant,Marié(e),Doctorat,4220.57,AG005,2016-06-24,Actif
CLI009620,G758257,Abdelkader,El Amrani,M,1961-07-28,Kénitra,Rabat-Salé-Kénitra,+212612689482,abdelkader.368@gmail.com,Commerçant,Célibataire,Doctorat,8676.62,AG013,2014-03-23,Inactif
CLI009621,R671557,Khalid,Benali,M,1976-12-19,Settat,Casablanca-Settat,+212637937841,khalid.676@gmail.com,Artisan,Marié(e),Bac+5,8204.61,AG006,2014-05-09,Actif
CLI009622,A908735,Naima,Lahlou,F,1995-08-08,Kénitra,Rabat-Salé-Kénitra,+212668108330,naima.879@gmail.com,Profession libérale,Célibataire,Bac+2,4777.55,AG010,2011-09-29,Actif
CLI009623,B755594,Mehdi,Benhaddou,M,2004-11-28,Salé,Rabat-Salé-Kénitra,+212631697129,mehdi.972@gmail.com,Artisan,Divorcé(e),Sans diplôme,3556.64,AG002,2023-09-03,Actif
CLI009624,C153223,Nadia,El Filali,F,1960-06-28,El Jadida,Casablanca-Settat,+212667836702,nadia.322@gmail.com,Salarié secteur privé,Veuf/Veuve,Baccalauréat,11527.14,AG011,2014-09-04,Actif
CLI009625,N956029,Driss,Benhaddou,M,1993-02-16,Oujda,Oriental,+212633156583,driss.941@gmail.com,Commerçant,Célibataire,Baccalauréat,7447.98,AG009,2023-01-15,Inactif
CLI009626,H517856,Sara,Senhaji,F,1983-04-02,Khouribga,Béni Mellal-Khénifra,+212641617784,sara.650@gmail.com,Artisan,Marié(e),Sans diplôme,12613.76,AG012,2022-01-10,Actif
CLI009627,B759301,Youssef,El Filali,M,1968-04-19,Berrechid,Casablanca-Settat,+212621129752,youssef.12@gmail.com,Commerçant,Veuf/Veuve,Baccalauréat,5215.68,AG021,2021-11-14,Actif
CLI009628,N367545,Driss,Bakkali,M,1996-12-23,Settat,Casablanca-Settat,+212624584279,driss.117@gmail.com,Profession libérale,Veuf/Veuve,Bac+3,2000,AG003,2016-11-29,Actif
CLI009629,H391520,Wafa,Lahlou,F,1986-12-09,Oujda,Oriental,+212626868806,wafa.29@gmail.com,Auto-entrepreneur,Célibataire,Sans diplôme,12902.33,AG006,2012-06-30,Actif
CLI009630,N380305,Karim,El Filali,M,1987-07-25,Casablanca,Casablanca-Settat,+212671204961,karim.690@gmail.com,Auto-entrepreneur,Veuf/Veuve,Bac+2,6892.53,AG006,2012-03-06,Actif
CLI009631,S443928,Abdelkader,Benhaddou,M,1969-06-02,Khouribga,Béni Mellal-Khénifra,+212695069338,abdelkader.509@gmail.com,Retraité,Célibataire,Bac+3,7594.28,AG012,2013-10-28,Inactif
CLI009632,T173092,Siham,Benjelloun,F,1998-12-24,Settat,Casablanca-Settat,+212691993442,siham.288@gmail.com,Salarié secteur privé,Célibataire,Bac+2,8514.19,AG018,2022-11-10,Inactif
CLI009633,K130963,Karim,Benhaddou,M,1964-06-06,Tanger,Tanger-Tétouan-Al Hoceïma,+212691611870,karim.607@gmail.com,Salarié secteur privé,Marié(e),Sans diplôme,12522.16,AG012,2013-07-18,Actif
CLI009634,J947203,Karima,Senhaji,F,2008-10-07,Agadir,Souss-Massa,+212636524930,karima.209@gmail.com,Fonctionnaire,Veuf/Veuve,Doctorat,14631.28,AG015,2016-12-29,Actif
CLI009635,M333550,Samir,Lahlou,M,1965-07-17,Nador,Oriental,+212625047312,samir.111@gmail.com,Auto-entrepreneur,Marié(e),Bac+2,9132.01,AG012,2015-11-10,Inactif
CLI009636,G136088,Imane,Alaoui,F,1957-10-03,Berrechid,Casablanca-Settat,+212614576379,imane.294@gmail.com,Profession libérale,Veuf/Veuve,Bac+3,6907.43,AG012,2021-02-22,Inactif
CLI009637,E439444,Khadija,Idrissi,F,1977-04-25,Kénitra,Rabat-Salé-Kénitra,+212659900871,khadija.898@gmail.com,Salarié secteur privé,Célibataire,Bac+5,8122.06,AG015,2017-11-25,Actif
CLI009638,W345265,Naima,El Ghazi,F,1965-10-27,Casablanca,Casablanca-Settat,+212669457378,naima.331@gmail.com,Commerçant,Célibataire,Sans diplôme,5024.85,AG016,2022-07-07,Actif
CLI009639,D628665,Omar,Bensouda,M,1958-02-13,Oujda,Oriental,+212626393689,omar.357@gmail.com,Profession libérale,Divorcé(e),Bac+5,15728.57,AG004,2014-06-06,Actif
CLI009640,S893762,Siham,Bakkali,F,2001-08-22,Kénitra,Rabat-Salé-Kénitra,+212656524926,siham.590@gmail.com,Artisan,Célibataire,Bac+2,7397.27,AG011,2020-01-07,Actif
CLI009641,Z875555,Mehdi,El Ouazzani,M,1957-05-10,Kénitra,Rabat-Salé-Kénitra,+212627875751,mehdi.539@gmail.com,Fonctionnaire,Marié(e),Sans diplôme,6112.34,AG004,2017-01-18,Actif
CLI009642,M232144,Fatima,Naciri,F,2007-01-10,Rabat,Rabat-Salé-Kénitra,+212681212017,fatima.746@gmail.com,Commerçant,Célibataire,Doctorat,7426.16,AG002,2011-07-03,Actif
CLI009643,H244861,Adil,Lahlou,M,1993-06-18,Salé,Rabat-Salé-Kénitra,+212655894799,adil.910@gmail.com,Salarié secteur privé,Célibataire,Bac+5,5660.92,AG014,2017-07-19,Inactif
CLI009644,M721439,Latifa,Tazi,F,1955-08-21,El Jadida,Casablanca-Settat,+212664628394,latifa.536@gmail.com,Commerçant,Veuf/Veuve,Bac+2,14906.03,AG005,2022-09-10,Actif
CLI009645,M951103,Sanaa,El Ghazi,F,1989-10-16,Kénitra,Rabat-Salé-Kénitra,+212610663230,sanaa.76@gmail.com,Artisan,Marié(e),Doctorat,7052.27,AG003,2017-05-30,Actif
CLI009646,G480032,Bilal,Bensouda,M,1973-06-29,Agadir,Souss-Massa,+212618962845,bilal.580@gmail.com,Salarié secteur privé,Marié(e),Bac+3,2661.88,AG014,2019-11-23,Actif
CLI009647,U534042,Driss,Benkirane,M,1991-07-24,Béni Mellal,Béni Mellal-Khénifra,+212615052199,driss.685@gmail.com,Profession libérale,Célibataire,Doctorat,2000,AG006,2012-11-24,Actif
CLI009648,U780781,Latifa,Kettani,F,1968-08-27,Nador,Oriental,+212632820583,latifa.351@gmail.com,Artisan,Veuf/Veuve,Doctorat,7928.79,AG006,2013-01-13,Actif
CLI009649,B134179,Meryem,Benjelloun,F,1992-06-22,Fès,Fès-Meknès,+212650438813,meryem.311@gmail.com,Commerçant,Célibataire,Bac+5,6863.23,AG003,2017-12-04,Blacklisté
CLI009650,V502537,Youssef,Benali,M,1983-07-19,Settat,Casablanca-Settat,+212632892696,youssef.595@gmail.com,Commerçant,Divorcé(e),Bac+3,3719.69,AG011,2022-12-07,Inactif
CLI009651,V450628,Fatima,Benali,F,1974-11-02,Agadir,Souss-Massa,+212676810315,fatima.334@gmail.com,Commerçant,Veuf/Veuve,Doctorat,5605.92,AG014,2015-02-09,Actif
CLI009652,K518760,Fatima,Benhaddou,F,1967-09-15,Nador,Oriental,+212681229291,fatima.531@gmail.com,Fonctionnaire,Célibataire,Sans diplôme,2738.23,AG009,2018-02-07,Actif
CLI009653,A169836,Amine,Bensouda,M,1999-06-07,Marrakech,Marrakech-Safi,+212696759855,amine.376@gmail.com,Artisan,Veuf/Veuve,Sans diplôme,9517.7,AG006,2018-10-31,Actif
CLI009654,T541552,Hamid,Benkirane,M,1967-02-27,Khouribga,Béni Mellal-Khénifra,+212627466576,hamid.886@gmail.com,Retraité,Marié(e),Bac+3,9875.76,AG021,2023-01-16,Actif
CLI009655,N101528,Tariq,El Amrani,M,1995-01-27,Agadir,Souss-Massa,+212693145093,tariq.200@gmail.com,Commerçant,Divorcé(e),Bac+3,7566.45,AG015,2019-04-23,Actif
CLI009656,Z165125,Rachid,Benjelloun,M,1960-05-25,Fès,Fès-Meknès,+212616343732,rachid.553@gmail.com,Commerçant,Célibataire,Sans diplôme,7647.05,AG019,2017-09-04,Actif
CLI009657,Q670995,Adil,Berrada,M,1970-12-17,Rabat,Rabat-Salé-Kénitra,+212672987111,adil.356@gmail.com,Salarié secteur privé,Veuf/Veuve,Doctorat,9585.81,AG020,2010-02-21,Inactif
CLI009658,N371825,Rachid,Alaoui,M,1990-10-05,Fès,Fès-Meknès,+212656961405,rachid.749@gmail.com,Artisan,Célibataire,Doctorat,6687.23,AG020,2020-09-16,Actif
CLI009659,Y162767,Houda,El Filali,F,2002-03-21,Nador,Oriental,+212631729108,houda.589@gmail.com,Salarié secteur privé,Veuf/Veuve,Baccalauréat,5924.82,AG021,2015-09-23,Actif
CLI009660,I824933,Najat,Skalli,F,1996-08-30,Agadir,Souss-Massa,+212671053958,najat.172@gmail.com,Retraité,Marié(e),Baccalauréat,12118.68,AG013,2015-07-16,Actif
CLI009661,X383791,Hicham,Chraibi,M,1987-11-24,Salé,Rabat-Salé-Kénitra,+212629874011,hicham.765@gmail.com,Salarié secteur privé,Divorcé(e),Bac+2,3713.62,AG013,2017-04-02,Actif
CLI009662,R639680,Driss,Fassi,M,1955-04-18,Settat,Casablanca-Settat,+212693017449,driss.528@gmail.com,Auto-entrepreneur,Divorcé(e),Doctorat,13664.83,AG016,2019-10-16,Inactif
CLI009663,G792542,Imane,El Filali,F,1957-03-04,Salé,Rabat-Salé-Kénitra,+212662759941,imane.879@gmail.com,Artisan,Célibataire,Bac+5,10910.65,AG007,2014-05-07,Actif
CLI009664,K141455,Omar,Bakkali,M,1982-10-04,Khouribga,Béni Mellal-Khénifra,+212670742104,omar.787@gmail.com,Salarié secteur privé,Marié(e),Bac+5,9977.27,AG021,2013-09-13,Blacklisté
CLI009665,J490652,Houda,Naciri,F,1971-11-01,Khouribga,Béni Mellal-Khénifra,+212687179165,houda.856@gmail.com,Salarié secteur privé,Célibataire,Sans diplôme,9655.49,AG009,2012-11-22,Actif
CLI009666,H986465,Hamid,Benali,M,1992-08-31,Khouribga,Béni Mellal-Khénifra,+212688861843,hamid.473@gmail.com,Profession libérale,Célibataire,Sans diplôme,7563.08,AG016,2022-09-17,Actif
CLI009667,A115496,Hicham,Moussaoui,M,2008-09-11,Khouribga,Béni Mellal-Khénifra,+212673387141,hicham.311@gmail.com,Salarié secteur privé,Veuf/Veuve,Baccalauréat,9853.4,AG013,2013-08-07,Actif
CLI009668,B765423,Fatima,Tahiri,F,2005-09-11,Nador,Oriental,+212657427349,fatima.717@gmail.com,Fonctionnaire,Divorcé(e),Bac+5,11903.21,AG015,2023-02-08,Actif
CLI009669,X679401,Hanane,Zniber,F,1997-09-02,Meknès,Fès-Meknès,+212642237150,hanane.736@gmail.com,Salarié secteur privé,Marié(e),Sans diplôme,4240.1,AG021,2016-06-10,Actif
CLI009670,P437817,Siham,Skalli,F,1994-01-28,Khouribga,Béni Mellal-Khénifra,+212671905635,siham.256@gmail.com,Fonctionnaire,Célibataire,Baccalauréat,10396.0,AG015,2021-05-09,Actif
CLI009671,N602322,Imane,Benhaddou,F,1964-04-12,Marrakech,Marrakech-Safi,+212625667556,imane.146@gmail.com,Salarié secteur privé,Divorcé(e),Baccalauréat,10174.62,AG018,2019-06-07,Actif
CLI009672,B209597,Fatima,Chraibi,F,1978-02-01,Tanger,Tanger-Tétouan-Al Hoceïma,+212659805149,fatima.226@gmail.com,Commerçant,Divorcé(e),Doctorat,10021.46,AG006,2018-09-06,Actif
CLI009673,H636650,Samira,El Amrani,F,1959-11-29,Meknès,Fès-Meknès,+212632830934,samira.591@gmail.com,Fonctionnaire,Veuf/Veuve,Bac+3,8028.26,AG014,2010-08-26,Actif
CLI009674,T605470,Khalid,Kettani,M,1957-06-18,Nador,Oriental,+212689051476,khalid.786@gmail.com,Commerçant,Divorcé(e),Bac+3,14293.97,AG012,2016-02-13,Actif
CLI009675,V809222,Leila,Fassi,F,1964-03-11,Settat,Casablanca-Settat,+212650640131,leila.292@gmail.com,Fonctionnaire,Divorcé(e),Doctorat,4974.34,AG011,2010-07-05,Actif
CLI009676,K250556,Sanaa,Senhaji,F,1990-12-01,Marrakech,Marrakech-Safi,+212677653911,sanaa.151@gmail.com,Auto-entrepreneur,Célibataire,Sans diplôme,6874.41,AG018,2016-03-03,Inactif
CLI009677,C165694,Sara,Alaoui,F,1965-01-30,Meknès,Fès-Meknès,+212614019066,sara.210@gmail.com,Profession libérale,Marié(e),Baccalauréat,6458.73,AG012,2019-04-17,Actif
CLI009678,B176556,Naima,Bakkali,F,1991-04-25,Rabat,Rabat-Salé-Kénitra,+212641608497,naima.603@gmail.com,Salarié secteur privé,Divorcé(e),Doctorat,9369.74,AG004,2021-07-08,Actif
CLI009679,G702176,Omar,Benkirane,M,1984-07-31,Settat,Casablanca-Settat,+212611812658,omar.185@gmail.com,Commerçant,Divorcé(e),Bac+5,7978.63,AG015,2021-09-21,Actif
CLI009680,O221519,Latifa,Moussaoui,F,2007-01-29,Béni Mellal,Béni Mellal-Khénifra,+212655294455,latifa.261@gmail.com,Commerçant,Célibataire,Sans diplôme,10081.43,AG004,2013-05-27,Actif
CLI009681,C968343,Aisha,Skalli,F,1992-01-04,Marrakech,Marrakech-Safi,+212621420444,aisha.464@gmail.com,Artisan,Célibataire,Doctorat,10192.74,AG016,2016-12-03,Actif
CLI009682,V460136,Nadia,Zniber,F,1989-02-06,Agadir,Souss-Massa,+212625471408,nadia.19@gmail.com,Profession libérale,Veuf/Veuve,Bac+2,3411.0,AG005,2010-09-06,Actif
CLI009683,F445038,Abdelkader,Cherkaoui,M,1979-08-31,Nador,Oriental,+212682602939,abdelkader.563@gmail.com,Salarié secteur privé,Célibataire,Bac+3,11300.44,AG014,2017-04-19,Inactif
CLI009684,F667949,Adil,Fassi,M,1956-07-14,Rabat,Rabat-Salé-Kénitra,+212625877079,adil.802@gmail.com,Auto-entrepreneur,Veuf/Veuve,Bac+3,5864.24,AG006,2019-09-08,Actif
CLI009685,R736412,Samira,Senhaji,F,2001-06-27,Casablanca,Casablanca-Settat,+212683737040,samira.218@gmail.com,Commerçant,Marié(e),Bac+5,3403.77,AG005,2014-09-07,Actif
CLI009686,T666067,Omar,Moussaoui,M,1974-08-30,Oujda,Oriental,+212686460101,omar.510@gmail.com,Fonctionnaire,Divorcé(e),Baccalauréat,10510.38,AG018,2017-03-21,Actif
CLI009687,S531057,Mohammed,Fassi,M,2007-11-30,Fès,Fès-Meknès,+212682338503,mohammed.988@gmail.com,Profession libérale,Marié(e),Bac+5,7338.5,AG002,2012-06-13,Actif
CLI009688,E628652,Sara,Kettani,F,2000-03-31,Rabat,Rabat-Salé-Kénitra,+212650552186,sara.140@gmail.com,Salarié secteur privé,Divorcé(e),Doctorat,12533.32,AG018,2015-06-15,Actif
CLI009689,G907473,Leila,Bakkali,F,1965-10-05,Kénitra,Rabat-Salé-Kénitra,+212695868936,leila.23@gmail.com,Fonctionnaire,Marié(e),Baccalauréat,4789.6,AG010,2020-01-12,Actif
CLI009690,R551996,Sanaa,Idrissi,F,1999-09-19,Marrakech,Marrakech-Safi,+212692908826,sanaa.644@gmail.com,Commerçant,Célibataire,Bac+2,13224.42,AG003,2013-07-08,Inactif
